Selecao,CodigoCasa,Casa,odd_fracionaria,prob_implicita,prob_implicita_pct
England,BAH,BetAhoy,10/3,0.23076923076923078,23.076923076923077
England,BTT,BetTom,10/3,0.23076923076923078,23.076923076923077
England,BRS,BresBet,10/3,0.23076923076923078,23.076923076923077
England,SK,Sky Bet,16/5,0.23809523809523808,23.809523809523807
England,PP,Paddy Power,16/5,0.23809523809523808,23.809523809523807
England,AKB,AK Bets,7/2,0.2222222222222222,22.22222222222222
England,BF,Betfair,10/3,0.23076923076923078,23.076923076923077
England,MA,Matchbook,10/3,0.23076923076923078,23.076923076923077
Argentina,B3,bet365,7/2,0.2222222222222222,22.22222222222222
Argentina,WH,William Hill,4,0.2,20.0
Argentina,UN,Unibet,4,0.2,20.0
Argentina,FR,Betfred,7/2,0.2222222222222222,22.22222222222222
Argentina,SX,Spreadex,4,0.2,20.0
Argentina,LD,Ladbrokes,15/4,0.21052631578947367,21.052631578947366
Argentina,VC,Bet Victor,4,0.2,20.0
Argentina,KN,BetMGM UK,15/4,0.21052631578947367,21.052631578947366
Argentina,BY,Boylesports,7/2,0.2222222222222222,22.22222222222222
Argentina,OE,10Bet,7/2,0.2222222222222222,22.22222222222222
Argentina,S6,StarSports,4,0.2,20.0
Argentina,PUP,PricedUp,4,0.2,20.0
Argentina,SI,Sporting Index,4,0.2,20.0
Argentina,G5,BetGoodwin,18/5,0.21739130434782608,21.73913043478261
Argentina,VE,Virgin Bet,15/4,0.21052631578947367,21.052631578947366
Argentina,QN,QuinnBet,18/5,0.21739130434782608,21.73913043478261
Argentina,WA,Betway,7/2,0.2222222222222222,22.22222222222222
Argentina,CE,Coral,15/4,0.21052631578947367,21.052631578947366
Argentina,BAH,BetAhoy,18/5,0.21739130434782608,21.73913043478261
Argentina,BTT,BetTom,18/5,0.21739130434782608,21.73913043478261
Argentina,BRS,BresBet,4,0.2,20.0
Argentina,SK,Sky Bet,7/2,0.2222222222222222,22.22222222222222
Argentina,PP,Paddy Power,7/2,0.2222222222222222,22.22222222222222
Argentina,AKB,AK Bets,21/5,0.19230769230769232,19.230769230769234
Argentina,BF,Betfair,43/10,0.18867924528301888,18.867924528301888
Argentina,MA,Matchbook,43/10,0.18867924528301888,18.867924528301888
