Selecao,CodigoCasa,Casa,odd_fracionaria,prob_implicita,prob_implicita_pct
Spain,PP,Paddy Power,6,0.14285714285714285,14.285714285714285
Spain,AKB,AK Bets,8,0.1111111111111111,11.11111111111111
Spain,BF,Betfair,191/25,0.11574074074074074,11.574074074074074
Spain,MA,Matchbook,191/25,0.11574074074074074,11.574074074074074
Brazil,B3,bet365,14,0.06666666666666667,6.666666666666667
Brazil,WH,William Hill,12,0.07692307692307693,7.6923076923076925
Brazil,UN,Unibet,13,0.07142857142857142,7.142857142857142
Brazil,FR,Betfred,12,0.07692307692307693,7.6923076923076925
Brazil,EE,888sport,12,0.07692307692307693,7.6923076923076925
Brazil,SX,Spreadex,12,0.07692307692307693,7.6923076923076925
Brazil,LD,Ladbrokes,12,0.07692307692307693,7.6923076923076925
Brazil,VC,Bet Victor,14,0.06666666666666667,6.666666666666667
Brazil,KN,BetMGM UK,14,0.06666666666666667,6.666666666666667
Brazil,BY,Boylesports,12,0.07692307692307693,7.6923076923076925
Brazil,OE,10Bet,14,0.06666666666666667,6.666666666666667
Brazil,S6,StarSports,12,0.07692307692307693,7.6923076923076925
Brazil,PUP,PricedUp,14,0.06666666666666667,6.666666666666667
Brazil,SI,Sporting Index,12,0.07692307692307693,7.6923076923076925
Brazil,G5,BetGoodwin,11,0.08333333333333333,8.333333333333332
Brazil,VE,Virgin Bet,14,0.06666666666666667,6.666666666666667
Brazil,QN,QuinnBet,12,0.07692307692307693,7.6923076923076925
Brazil,WA,Betway,12,0.07692307692307693,7.6923076923076925
Brazil,CE,Coral,12,0.07692307692307693,7.6923076923076925
Brazil,BAH,BetAhoy,11,0.08333333333333333,8.333333333333332
Brazil,BTT,BetTom,11,0.08333333333333333,8.333333333333332
Brazil,BRS,BresBet,12,0.07692307692307693,7.6923076923076925
Brazil,SK,Sky Bet,14,0.06666666666666667,6.666666666666667
Brazil,PP,Paddy Power,14,0.06666666666666667,6.666666666666667
Brazil,AKB,AK Bets,14,0.06666666666666667,6.666666666666667
Brazil,BF,Betfair,147/10,0.06369426751592357,6.369426751592357
Brazil,MA,Matchbook,147/10,0.06369426751592357,6.369426751592357
Portugal,B3,bet365,12,0.07692307692307693,7.6923076923076925
Portugal,WH,William Hill,10,0.09090909090909091,9.090909090909092
Portugal,UN,Unibet,14,0.06666666666666667,6.666666666666667
Portugal,FR,Betfred,10,0.09090909090909091,9.090909090909092
Portugal,EE,888sport,10,0.09090909090909091,9.090909090909092
Portugal,SX,Spreadex,12,0.07692307692307693,7.6923076923076925
Portugal,LD,Ladbrokes,11,0.08333333333333333,8.333333333333332
Portugal,VC,Bet Victor,10,0.09090909090909091,9.090909090909092
Portugal,KN,BetMGM UK,9,0.1,10.0
Portugal,BY,Boylesports,11,0.08333333333333333,8.333333333333332
Portugal,OE,10Bet,10,0.09090909090909091,9.090909090909092
Portugal,S6,StarSports,12,0.07692307692307693,7.6923076923076925
Portugal,PUP,PricedUp,14,0.06666666666666667,6.666666666666667
Portugal,SI,Sporting Index,12,0.07692307692307693,7.6923076923076925
Portugal,G5,BetGoodwin,10,0.09090909090909091,9.090909090909092
Portugal,VE,Virgin Bet,9,0.1,10.0
Portugal,QN,QuinnBet,12,0.07692307692307693,7.6923076923076925
Portugal,WA,Betway,14,0.06666666666666667,6.666666666666667
Portugal,CE,Coral,11,0.08333333333333333,8.333333333333332
Portugal,BAH,BetAhoy,10,0.09090909090909091,9.090909090909092
Portugal,BTT,BetTom,10,0.09090909090909091,9.090909090909092
Portugal,BRS,BresBet,12,0.07692307692307693,7.6923076923076925
Portugal,SK,Sky Bet,14,0.06666666666666667,6.666666666666667
Portugal,PP,Paddy Power,14,0.06666666666666667,6.666666666666667
Portugal,AKB,AK Bets,15,0.0625,6.25
Portugal,BF,Betfair,157/10,0.059880239520958084,5.9880239520958085
Portugal,MA,Matchbook,157/10,0.059880239520958084,5.9880239520958085
Netherlands,B3,bet365,16,0.058823529411764705,5.88235294117647
Netherlands,WH,William Hill,14,0.06666666666666667,6.666666666666667
Netherlands,UN,Unibet,16,0.058823529411764705,5.88235294117647
Netherlands,FR,Betfred,16,0.058823529411764705,5.88235294117647
Netherlands,EE,888sport,14,0.06666666666666667,6.666666666666667
Netherlands,SX,Spreadex,16,0.058823529411764705,5.88235294117647
Netherlands,LD,Ladbrokes,16,0.058823529411764705,5.88235294117647
Netherlands,VC,Bet Victor,16,0.058823529411764705,5.88235294117647
Netherlands,KN,BetMGM UK,14,0.06666666666666667,6.666666666666667
Netherlands,BY,Boylesports,14,0.06666666666666667,6.666666666666667
Netherlands,OE,10Bet,14,0.06666666666666667,6.666666666666667
Netherlands,S6,StarSports,14,0.06666666666666667,6.666666666666667
Netherlands,PUP,PricedUp,18,0.05263157894736842,5.263157894736842
Netherlands,SI,Sporting Index,16,0.058823529411764705,5.88235294117647
Netherlands,G5,BetGoodwin,14,0.06666666666666667,6.666666666666667
Netherlands,VE,Virgin Bet,14,0.06666666666666667,6.666666666666667
Netherlands,QN,QuinnBet,16,0.058823529411764705,5.88235294117647
Netherlands,WA,Betway,16,0.058823529411764705,5.88235294117647
Netherlands,CE,Coral,16,0.058823529411764705,5.88235294117647
Netherlands,BAH,BetAhoy,14,0.06666666666666667,6.666666666666667
Netherlands,BTT,BetTom,14,0.06666666666666667,6.666666666666667
Netherlands,BRS,BresBet,14,0.06666666666666667,6.666666666666667
Netherlands,SK,Sky Bet,16,0.058823529411764705,5.88235294117647
Netherlands,PP,Paddy Power,16,0.058823529411764705,5.88235294117647
Netherlands,AKB,AK Bets,20,0.047619047619047616,4.761904761904762
Netherlands,BF,Betfair,93/5,0.05102040816326531,5.1020408163265305
Netherlands,MA,Matchbook,93/5,0.05102040816326531,5.1020408163265305
Germany,B3,bet365,20,0.047619047619047616,4.761904761904762
Germany,WH,William Hill,16,0.058823529411764705,5.88235294117647
Germany,UN,Unibet,20,0.047619047619047616,4.761904761904762
Germany,FR,Betfred,20,0.047619047619047616,4.761904761904762
Germany,EE,888sport,16,0.058823529411764705,5.88235294117647
Germany,SX,Spreadex,20,0.047619047619047616,4.761904761904762
Germany,LD,Ladbrokes,20,0.047619047619047616,4.761904761904762
Germany,VC,Bet Victor,20,0.047619047619047616,4.761904761904762
Germany,KN,BetMGM UK,20,0.047619047619047616,4.761904761904762
Germany,BY,Boylesports,20,0.047619047619047616,4.761904761904762
Germany,OE,10Bet,20,0.047619047619047616,4.761904761904762
Germany,S6,StarSports,18,0.05263157894736842,5.263157894736842
Germany,PUP,PricedUp,20,0.047619047619047616,4.761904761904762
Germany,SI,Sporting Index,20,0.047619047619047616,4.761904761904762
Germany,G5,BetGoodwin,18,0.05263157894736842,5.263157894736842
Germany,VE,Virgin Bet,20,0.047619047619047616,4.761904761904762
Germany,QN,QuinnBet,20,0.047619047619047616,4.761904761904762
Germany,WA,Betway,20,0.047619047619047616,4.761904761904762
Germany,CE,Coral,20,0.047619047619047616,4.761904761904762
Germany,BAH,BetAhoy,18,0.05263157894736842,5.263157894736842
Germany,BTT,BetTom,18,0.05263157894736842,5.263157894736842
Germany,BRS,BresBet,18,0.05263157894736842,5.263157894736842
Germany,SK,Sky Bet,14,0.06666666666666667,6.666666666666667
Germany,PP,Paddy Power,14,0.06666666666666667,6.666666666666667
Germany,AKB,AK Bets,22,0.043478260869565216,4.3478260869565215
Germany,BF,Betfair,25,0.038461538461538464,3.8461538461538463
Germany,MA,Matchbook,25,0.038461538461538464,3.8461538461538463
Colombia,B3,bet365,33,0.029411764705882353,2.941176470588235
Colombia,WH,William Hill,33,0.029411764705882353,2.941176470588235
Colombia,UN,Unibet,33,0.029411764705882353,2.941176470588235
Colombia,FR,Betfred,33,0.029411764705882353,2.941176470588235
Colombia,EE,888sport,33,0.029411764705882353,2.941176470588235
Colombia,SX,Spreadex,25,0.038461538461538464,3.8461538461538463
Colombia,LD,Ladbrokes,33,0.029411764705882353,2.941176470588235
Colombia,VC,Bet Victor,33,0.029411764705882353,2.941176470588235
Colombia,KN,BetMGM UK,33,0.029411764705882353,2.941176470588235
Colombia,BY,Boylesports,33,0.029411764705882353,2.941176470588235
Colombia,OE,10Bet,33,0.029411764705882353,2.941176470588235
Colombia,S6,StarSports,33,0.029411764705882353,2.941176470588235
Colombia,PUP,PricedUp,33,0.029411764705882353,2.941176470588235
Colombia,SI,Sporting Index,25,0.038461538461538464,3.8461538461538463
Colombia,G5,BetGoodwin,28,0.034482758620689655,3.4482758620689653
Colombia,VE,Virgin Bet,33,0.029411764705882353,2.941176470588235
Colombia,QN,QuinnBet,33,0.029411764705882353,2.941176470588235
Colombia,WA,Betway,33,0.029411764705882353,2.941176470588235
Colombia,CE,Coral,33,0.029411764705882353,2.941176470588235
Colombia,BAH,BetAhoy,28,0.034482758620689655,3.4482758620689653
Colombia,BTT,BetTom,28,0.034482758620689655,3.4482758620689653
Colombia,BRS,BresBet,33,0.029411764705882353,2.941176470588235
Colombia,SK,Sky Bet,33,0.029411764705882353,2.941176470588235
Colombia,PP,Paddy Power,33,0.029411764705882353,2.941176470588235
Colombia,AKB,AK Bets,35,0.027777777777777776,2.7777777777777777
Colombia,BF,Betfair,36,0.02702702702702703,2.7027027027027026
Colombia,MA,Matchbook,36,0.02702702702702703,2.7027027027027026
USA,B3,bet365,33,0.029411764705882353,2.941176470588235
USA,WH,William Hill,28,0.034482758620689655,3.4482758620689653
USA,UN,Unibet,30,0.03225806451612903,3.225806451612903
USA,FR,Betfred,28,0.034482758620689655,3.4482758620689653
USA,EE,888sport,28,0.034482758620689655,3.4482758620689653
USA,SX,Spreadex,33,0.029411764705882353,2.941176470588235
USA,LD,Ladbrokes,25,0.038461538461538464,3.8461538461538463
USA,VC,Bet Victor,33,0.029411764705882353,2.941176470588235
USA,KN,BetMGM UK,30,0.03225806451612903,3.225806451612903
USA,BY,Boylesports,33,0.029411764705882353,2.941176470588235
USA,OE,10Bet,33,0.029411764705882353,2.941176470588235
USA,S6,StarSports,28,0.034482758620689655,3.4482758620689653
USA,PUP,PricedUp,33,0.029411764705882353,2.941176470588235
USA,SI,Sporting Index,33,0.029411764705882353,2.941176470588235
USA,G5,BetGoodwin,25,0.038461538461538464,3.8461538461538463
USA,VE,Virgin Bet,30,0.03225806451612903,3.225806451612903
USA,QN,QuinnBet,33,0.029411764705882353,2.941176470588235
USA,WA,Betway,28,0.034482758620689655,3.4482758620689653
USA,CE,Coral,25,0.038461538461538464,3.8461538461538463
USA,BAH,BetAhoy,25,0.038461538461538464,3.8461538461538463
USA,BTT,BetTom,25,0.038461538461538464,3.8461538461538463
USA,BRS,BresBet,28,0.034482758620689655,3.4482758620689653
USA,SK,Sky Bet,40,0.024390243902439025,2.4390243902439024
USA,PP,Paddy Power,40,0.024390243902439025,2.4390243902439024
USA,AKB,AK Bets,40,0.024390243902439025,2.4390243902439024
USA,BF,Betfair,40,0.024390243902439025,2.4390243902439024
USA,MA,Matchbook,40,0.024390243902439025,2.4390243902439024
Norway,B3,bet365,33,0.029411764705882353,2.941176470588235
Norway,WH,William Hill,28,0.034482758620689655,3.4482758620689653
Norway,UN,Unibet,33,0.029411764705882353,2.941176470588235
Norway,FR,Betfred,33,0.029411764705882353,2.941176470588235
Norway,EE,888sport,28,0.034482758620689655,3.4482758620689653
Norway,SX,Spreadex,40,0.024390243902439025,2.4390243902439024
Norway,LD,Ladbrokes,33,0.029411764705882353,2.941176470588235
Norway,VC,Bet Victor,40,0.024390243902439025,2.4390243902439024
Norway,KN,BetMGM UK,33,0.029411764705882353,2.941176470588235
Norway,BY,Boylesports,33,0.029411764705882353,2.941176470588235
Norway,OE,10Bet,33,0.029411764705882353,2.941176470588235
Norway,S6,StarSports,33,0.029411764705882353,2.941176470588235
Norway,PUP,PricedUp,33,0.029411764705882353,2.941176470588235
Norway,SI,Sporting Index,40,0.024390243902439025,2.4390243902439024
Norway,G5,BetGoodwin,28,0.034482758620689655,3.4482758620689653
Norway,VE,Virgin Bet,33,0.029411764705882353,2.941176470588235
Norway,QN,QuinnBet,33,0.029411764705882353,2.941176470588235
Norway,WA,Betway,33,0.029411764705882353,2.941176470588235
Norway,CE,Coral,33,0.029411764705882353,2.941176470588235
Norway,BAH,BetAhoy,28,0.034482758620689655,3.4482758620689653
Norway,BTT,BetTom,28,0.034482758620689655,3.4482758620689653
Norway,BRS,BresBet,33,0.029411764705882353,2.941176470588235
Norway,SK,Sky Bet,33,0.029411764705882353,2.941176470588235
Norway,PP,Paddy Power,33,0.029411764705882353,2.941176470588235
Norway,AKB,AK Bets,40,0.024390243902439025,2.4390243902439024
Norway,BF,Betfair,46,0.02127659574468085,2.127659574468085
Norway,MA,Matchbook,46,0.02127659574468085,2.127659574468085
Belgium,B3,bet365,50,0.0196078431372549,1.9607843137254901
Belgium,WH,William Hill,40,0.024390243902439025,2.4390243902439024
Belgium,UN,Unibet,50,0.0196078431372549,1.9607843137254901
Belgium,FR,Betfred,40,0.024390243902439025,2.4390243902439024
Belgium,EE,888sport,40,0.024390243902439025,2.4390243902439024
Belgium,SX,Spreadex,50,0.0196078431372549,1.9607843137254901
Belgium,LD,Ladbrokes,40,0.024390243902439025,2.4390243902439024
Belgium,VC,Bet Victor,50,0.0196078431372549,1.9607843137254901
Belgium,KN,BetMGM UK,50,0.0196078431372549,1.9607843137254901
Belgium,BY,Boylesports,40,0.024390243902439025,2.4390243902439024
Belgium,OE,10Bet,45,0.021739130434782608,2.1739130434782608
Belgium,S6,StarSports,40,0.024390243902439025,2.4390243902439024
Belgium,PUP,PricedUp,50,0.0196078431372549,1.9607843137254901
Belgium,SI,Sporting Index,50,0.0196078431372549,1.9607843137254901
Belgium,G5,BetGoodwin,33,0.029411764705882353,2.941176470588235
Belgium,VE,Virgin Bet,50,0.0196078431372549,1.9607843137254901
Belgium,QN,QuinnBet,40,0.024390243902439025,2.4390243902439024
Belgium,WA,Betway,50,0.0196078431372549,1.9607843137254901
Belgium,CE,Coral,40,0.024390243902439025,2.4390243902439024
Belgium,BAH,BetAhoy,33,0.029411764705882353,2.941176470588235
Belgium,BTT,BetTom,33,0.029411764705882353,2.941176470588235
Belgium,BRS,BresBet,40,0.024390243902439025,2.4390243902439024
Belgium,SK,Sky Bet,50,0.0196078431372549,1.9607843137254901
Belgium,PP,Paddy Power,50,0.0196078431372549,1.9607843137254901
Belgium,AKB,AK Bets,55,0.017857142857142856,1.7857142857142856
Belgium,BF,Betfair,58,0.01694915254237288,1.694915254237288
Belgium,MA,Matchbook,58,0.01694915254237288,1.694915254237288
Morocco,B3,bet365,50,0.0196078431372549,1.9607843137254901
Morocco,WH,William Hill,40,0.024390243902439025,2.4390243902439024
Morocco,UN,Unibet,50,0.0196078431372549,1.9607843137254901
Morocco,FR,Betfred,50,0.0196078431372549,1.9607843137254901
Morocco,EE,888sport,40,0.024390243902439025,2.4390243902439024
Morocco,SX,Spreadex,50,0.0196078431372549,1.9607843137254901
Morocco,LD,Ladbrokes,50,0.0196078431372549,1.9607843137254901
Morocco,VC,Bet Victor,50,0.0196078431372549,1.9607843137254901
Morocco,KN,BetMGM UK,50,0.0196078431372549,1.9607843137254901
Morocco,BY,Boylesports,50,0.0196078431372549,1.9607843137254901
Morocco,OE,10Bet,50,0.0196078431372549,1.9607843137254901
Morocco,S6,StarSports,45,0.021739130434782608,2.1739130434782608
Morocco,PUP,PricedUp,50,0.0196078431372549,1.9607843137254901
Morocco,SI,Sporting Index,50,0.0196078431372549,1.9607843137254901
Morocco,G5,BetGoodwin,40,0.024390243902439025,2.4390243902439024
Morocco,VE,Virgin Bet,50,0.0196078431372549,1.9607843137254901
Morocco,QN,QuinnBet,50,0.0196078431372549,1.9607843137254901
Morocco,WA,Betway,50,0.0196078431372549,1.9607843137254901
Morocco,CE,Coral,50,0.0196078431372549,1.9607843137254901
Morocco,BAH,BetAhoy,40,0.024390243902439025,2.4390243902439024
Morocco,BTT,BetTom,40,0.024390243902439025,2.4390243902439024
Morocco,BRS,BresBet,45,0.021739130434782608,2.1739130434782608
Morocco,SK,Sky Bet,50,0.0196078431372549,1.9607843137254901
Morocco,PP,Paddy Power,50,0.0196078431372549,1.9607843137254901
Morocco,AKB,AK Bets,55,0.017857142857142856,1.7857142857142856
Morocco,BF,Betfair,63,0.015625,1.5625
Morocco,MA,Matchbook,58,0.01694915254237288,1.694915254237288
Japan,B3,bet365,66,0.014925373134328358,1.4925373134328357
Japan,WH,William Hill,40,0.024390243902439025,2.4390243902439024
Japan,UN,Unibet,50,0.0196078431372549,1.9607843137254901
Japan,FR,Betfred,50,0.0196078431372549,1.9607843137254901
Japan,EE,888sport,40,0.024390243902439025,2.4390243902439024
Japan,SX,Spreadex,50,0.0196078431372549,1.9607843137254901
Japan,LD,Ladbrokes,50,0.0196078431372549,1.9607843137254901
Japan,VC,Bet Victor,50,0.0196078431372549,1.9607843137254901
Japan,KN,BetMGM UK,66,0.014925373134328358,1.4925373134328357
Japan,BY,Boylesports,50,0.0196078431372549,1.9607843137254901
Japan,OE,10Bet,66,0.014925373134328358,1.4925373134328357
Japan,S6,StarSports,50,0.0196078431372549,1.9607843137254901
Japan,PUP,PricedUp,66,0.014925373134328358,1.4925373134328357
Japan,SI,Sporting Index,50,0.0196078431372549,1.9607843137254901
Japan,G5,BetGoodwin,40,0.024390243902439025,2.4390243902439024
Japan,VE,Virgin Bet,66,0.014925373134328358,1.4925373134328357
Japan,QN,QuinnBet,50,0.0196078431372549,1.9607843137254901
Japan,WA,Betway,66,0.014925373134328358,1.4925373134328357
Japan,CE,Coral,50,0.0196078431372549,1.9607843137254901
Japan,BAH,BetAhoy,40,0.024390243902439025,2.4390243902439024
Japan,BTT,BetTom,40,0.024390243902439025,2.4390243902439024
Japan,BRS,BresBet,50,0.0196078431372549,1.9607843137254901
Japan,SK,Sky Bet,66,0.014925373134328358,1.4925373134328357
Japan,PP,Paddy Power,66,0.014925373134328358,1.4925373134328357
Japan,AKB,AK Bets,66,0.014925373134328358,1.4925373134328357
Japan,BF,Betfair,68,0.014492753623188406,1.4492753623188406
Japan,MA,Matchbook,63,0.015625,1.5625
Mexico,B3,bet365,50,0.0196078431372549,1.9607843137254901
Mexico,WH,William Hill,40,0.024390243902439025,2.4390243902439024
Mexico,UN,Unibet,50,0.0196078431372549,1.9607843137254901
Mexico,FR,Betfred,40,0.024390243902439025,2.4390243902439024
Mexico,EE,888sport,40,0.024390243902439025,2.4390243902439024
Mexico,SX,Spreadex,50,0.0196078431372549,1.9607843137254901
Mexico,LD,Ladbrokes,50,0.0196078431372549,1.9607843137254901
Mexico,VC,Bet Victor,50,0.0196078431372549,1.9607843137254901
Mexico,KN,BetMGM UK,50,0.0196078431372549,1.9607843137254901
Mexico,BY,Boylesports,50,0.0196078431372549,1.9607843137254901
Mexico,OE,10Bet,50,0.0196078431372549,1.9607843137254901
Mexico,S6,StarSports,50,0.0196078431372549,1.9607843137254901
Mexico,PUP,PricedUp,60,0.01639344262295082,1.639344262295082
Mexico,SI,Sporting Index,50,0.0196078431372549,1.9607843137254901
Mexico,G5,BetGoodwin,33,0.029411764705882353,2.941176470588235
Mexico,VE,Virgin Bet,50,0.0196078431372549,1.9607843137254901
Mexico,QN,QuinnBet,40,0.024390243902439025,2.4390243902439024
Mexico,WA,Betway,40,0.024390243902439025,2.4390243902439024
Mexico,CE,Coral,50,0.0196078431372549,1.9607843137254901
Mexico,BAH,BetAhoy,33,0.029411764705882353,2.941176470588235
Mexico,BTT,BetTom,33,0.029411764705882353,2.941176470588235
Mexico,BRS,BresBet,50,0.0196078431372549,1.9607843137254901
Mexico,SK,Sky Bet,50,0.0196078431372549,1.9607843137254901
Mexico,PP,Paddy Power,50,0.0196078431372549,1.9607843137254901
Mexico,AKB,AK Bets,70,0.014084507042253521,1.4084507042253522
Mexico,BF,Betfair,68,0.014492753623188406,1.4492753623188406
Mexico,MA,Matchbook,63,0.015625,1.5625
Switzerland,B3,bet365,80,0.012345679012345678,1.2345679012345678
Switzerland,WH,William Hill,66,0.014925373134328358,1.4925373134328357
Switzerland,UN,Unibet,70,0.014084507042253521,1.4084507042253522
Switzerland,FR,Betfred,66,0.014925373134328358,1.4925373134328357
Switzerland,EE,888sport,66,0.014925373134328358,1.4925373134328357
Switzerland,SX,Spreadex,50,0.0196078431372549,1.9607843137254901
Switzerland,LD,Ladbrokes,66,0.014925373134328358,1.4925373134328357
Switzerland,VC,Bet Victor,66,0.014925373134328358,1.4925373134328357
Switzerland,KN,BetMGM UK,80,0.012345679012345678,1.2345679012345678
Switzerland,BY,Boylesports,66,0.014925373134328358,1.4925373134328357
Switzerland,OE,10Bet,75,0.013157894736842105,1.3157894736842104
Switzerland,S6,StarSports,66,0.014925373134328358,1.4925373134328357
Switzerland,PUP,PricedUp,66,0.014925373134328358,1.4925373134328357
Switzerland,SI,Sporting Index,50,0.0196078431372549,1.9607843137254901
Switzerland,G5,BetGoodwin,60,0.01639344262295082,1.639344262295082
Switzerland,VE,Virgin Bet,80,0.012345679012345678,1.2345679012345678
Switzerland,QN,QuinnBet,70,0.014084507042253521,1.4084507042253522
Switzerland,WA,Betway,66,0.014925373134328358,1.4925373134328357
Switzerland,CE,Coral,66,0.014925373134328358,1.4925373134328357
Switzerland,BAH,BetAhoy,60,0.01639344262295082,1.639344262295082
Switzerland,BTT,BetTom,60,0.01639344262295082,1.639344262295082
Switzerland,BRS,BresBet,66,0.014925373134328358,1.4925373134328357
Switzerland,SK,Sky Bet,66,0.014925373134328358,1.4925373134328357
Switzerland,PP,Paddy Power,66,0.014925373134328358,1.4925373134328357
Switzerland,AKB,AK Bets,50,0.0196078431372549,1.9607843137254901
Switzerland,BF,Betfair,87,0.011363636363636364,1.1363636363636365
Switzerland,MA,Matchbook,82,0.012048192771084338,1.2048192771084338
