Selecao,CodigoCasa,Casa,odd_fracionaria,prob_implicita,prob_implicita_pct
Spain,PP,PP,7/2,0.2222222222222222,22.22222222222222
Spain,AKB,AKB,7/2,0.2222222222222222,22.22222222222222
Spain,BF,BF,401/100,0.1996007984031936,19.960079840319363
Spain,MA,MA,401/100,0.1996007984031936,19.960079840319363
Argentina,B3,B3,4,0.2,20.0
Argentina,WH,WH,7/2,0.2222222222222222,22.22222222222222
Argentina,UN,UN,4,0.2,20.0
Argentina,FR,FR,4,0.2,20.0
Argentina,SX,SX,4,0.2,20.0
Argentina,LD,LD,7/2,0.2222222222222222,22.22222222222222
Argentina,VC,VC,7/2,0.2222222222222222,22.22222222222222
Argentina,KN,KN,4,0.2,20.0
Argentina,BY,BY,4,0.2,20.0
Argentina,OE,OE,4,0.2,20.0
Argentina,S6,S6,4,0.2,20.0
Argentina,PUP,PUP,9/2,0.18181818181818182,18.181818181818183
Argentina,SI,SI,4,0.2,20.0
Argentina,G5,G5,10/3,0.23076923076923078,23.076923076923077
Argentina,VE,VE,4,0.2,20.0
Argentina,QN,QN,4,0.2,20.0
Argentina,WA,WA,4,0.2,20.0
Argentina,CE,CE,7/2,0.2222222222222222,22.22222222222222
Argentina,BAH,BAH,10/3,0.23076923076923078,23.076923076923077
Argentina,BTT,BTT,10/3,0.23076923076923078,23.076923076923077
Argentina,BRS,BRS,4,0.2,20.0
Argentina,SK,SK,4,0.2,20.0
Argentina,PP,PP,4,0.2,20.0
Argentina,AKB,AKB,9/2,0.18181818181818182,18.181818181818183
Argentina,BF,BF,43/10,0.18867924528301888,18.867924528301888
Argentina,MA,MA,421/100,0.19193857965451055,19.193857965451055
England,B3,B3,5,0.16666666666666666,16.666666666666664
England,WH,WH,5,0.16666666666666666,16.666666666666664
England,UN,UN,19/4,0.17391304347826086,17.391304347826086
England,FR,FR,5,0.16666666666666666,16.666666666666664
England,SX,SX,23/5,0.17857142857142858,17.857142857142858
England,LD,LD,9/2,0.18181818181818182,18.181818181818183
England,VC,VC,4,0.2,20.0
England,KN,KN,5,0.16666666666666666,16.666666666666664
England,BY,BY,5,0.16666666666666666,16.666666666666664
England,OE,OE,5,0.16666666666666666,16.666666666666664
England,S6,S6,5,0.16666666666666666,16.666666666666664
England,PUP,PUP,5,0.16666666666666666,16.666666666666664
England,SI,SI,23/5,0.17857142857142858,17.857142857142858
England,G5,G5,17/4,0.19047619047619047,19.047619047619047
England,VE,VE,5,0.16666666666666666,16.666666666666664
England,QN,QN,5,0.16666666666666666,16.666666666666664
England,WA,WA,9/2,0.18181818181818182,18.181818181818183
England,CE,CE,9/2,0.18181818181818182,18.181818181818183
England,BAH,BAH,17/4,0.19047619047619047,19.047619047619047
England,BTT,BTT,17/4,0.19047619047619047,19.047619047619047
England,BRS,BRS,5,0.16666666666666666,16.666666666666664
England,SK,SK,9/2,0.18181818181818182,18.181818181818183
England,PP,PP,9/2,0.18181818181818182,18.181818181818183
England,AKB,AKB,5,0.16666666666666666,16.666666666666664
England,BF,BF,509/100,0.16420361247947454,16.420361247947454
England,MA,MA,509/100,0.16420361247947454,16.420361247947454
Norway,B3,B3,16,0.058823529411764705,5.88235294117647
Norway,WH,WH,16,0.058823529411764705,5.88235294117647
Norway,UN,UN,16,0.058823529411764705,5.88235294117647
Norway,FR,FR,16,0.058823529411764705,5.88235294117647
Norway,SX,SX,12,0.07692307692307693,7.6923076923076925
Norway,LD,LD,14,0.06666666666666667,6.666666666666667
Norway,VC,VC,16,0.058823529411764705,5.88235294117647
Norway,KN,KN,16,0.058823529411764705,5.88235294117647
Norway,BY,BY,14,0.06666666666666667,6.666666666666667
Norway,OE,OE,16,0.058823529411764705,5.88235294117647
Norway,S6,S6,16,0.058823529411764705,5.88235294117647
Norway,PUP,PUP,16,0.058823529411764705,5.88235294117647
Norway,SI,SI,12,0.07692307692307693,7.6923076923076925
Norway,G5,G5,12,0.07692307692307693,7.6923076923076925
Norway,VE,VE,16,0.058823529411764705,5.88235294117647
Norway,QN,QN,16,0.058823529411764705,5.88235294117647
Norway,WA,WA,14,0.06666666666666667,6.666666666666667
Norway,CE,CE,14,0.06666666666666667,6.666666666666667
Norway,BAH,BAH,12,0.07692307692307693,7.6923076923076925
Norway,BTT,BTT,12,0.07692307692307693,7.6923076923076925
Norway,BRS,BRS,16,0.058823529411764705,5.88235294117647
Norway,SK,SK,14,0.06666666666666667,6.666666666666667
Norway,PP,PP,14,0.06666666666666667,6.666666666666667
Norway,AKB,AKB,16,0.058823529411764705,5.88235294117647
Norway,BF,BF,157/10,0.059880239520958084,5.9880239520958085
Norway,MA,MA,157/10,0.059880239520958084,5.9880239520958085
Belgium,B3,B3,33,0.029411764705882353,2.941176470588235
Belgium,WH,WH,33,0.029411764705882353,2.941176470588235
Belgium,UN,UN,35,0.027777777777777776,2.7777777777777777
Belgium,FR,FR,33,0.029411764705882353,2.941176470588235
Belgium,SX,SX,28,0.034482758620689655,3.4482758620689653
Belgium,LD,LD,28,0.034482758620689655,3.4482758620689653
Belgium,VC,VC,33,0.029411764705882353,2.941176470588235
Belgium,KN,KN,30,0.03225806451612903,3.225806451612903
Belgium,BY,BY,33,0.029411764705882353,2.941176470588235
Belgium,OE,OE,33,0.029411764705882353,2.941176470588235
Belgium,S6,S6,28,0.034482758620689655,3.4482758620689653
Belgium,PUP,PUP,33,0.029411764705882353,2.941176470588235
Belgium,SI,SI,28,0.034482758620689655,3.4482758620689653
Belgium,G5,G5,28,0.034482758620689655,3.4482758620689653
Belgium,VE,VE,30,0.03225806451612903,3.225806451612903
Belgium,QN,QN,33,0.029411764705882353,2.941176470588235
Belgium,WA,WA,25,0.038461538461538464,3.8461538461538463
Belgium,CE,CE,28,0.034482758620689655,3.4482758620689653
Belgium,BAH,BAH,28,0.034482758620689655,3.4482758620689653
Belgium,BTT,BTT,28,0.034482758620689655,3.4482758620689653
Belgium,BRS,BRS,28,0.034482758620689655,3.4482758620689653
Belgium,SK,SK,33,0.029411764705882353,2.941176470588235
Belgium,PP,PP,33,0.029411764705882353,2.941176470588235
Belgium,AKB,AKB,35,0.027777777777777776,2.7777777777777777
Belgium,BF,BF,36,0.02702702702702703,2.7027027027027026
Belgium,MA,MA,34,0.02857142857142857,2.857142857142857
Morocco,B3,B3,33,0.029411764705882353,2.941176470588235
Morocco,WH,WH,33,0.029411764705882353,2.941176470588235
Morocco,UN,UN,35,0.027777777777777776,2.7777777777777777
Morocco,FR,FR,33,0.029411764705882353,2.941176470588235
Morocco,SX,SX,28,0.034482758620689655,3.4482758620689653
Morocco,LD,LD,28,0.034482758620689655,3.4482758620689653
Morocco,VC,VC,33,0.029411764705882353,2.941176470588235
Morocco,KN,KN,30,0.03225806451612903,3.225806451612903
Morocco,BY,BY,28,0.034482758620689655,3.4482758620689653
Morocco,OE,OE,33,0.029411764705882353,2.941176470588235
Morocco,S6,S6,33,0.029411764705882353,2.941176470588235
Morocco,PUP,PUP,30,0.03225806451612903,3.225806451612903
Morocco,SI,SI,28,0.034482758620689655,3.4482758620689653
Morocco,G5,G5,25,0.038461538461538464,3.8461538461538463
Morocco,VE,VE,30,0.03225806451612903,3.225806451612903
Morocco,QN,QN,30,0.03225806451612903,3.225806451612903
Morocco,WA,WA,25,0.038461538461538464,3.8461538461538463
Morocco,CE,CE,28,0.034482758620689655,3.4482758620689653
Morocco,BAH,BAH,25,0.038461538461538464,3.8461538461538463
Morocco,BTT,BTT,25,0.038461538461538464,3.8461538461538463
Morocco,BRS,BRS,33,0.029411764705882353,2.941176470588235
Morocco,SK,SK,25,0.038461538461538464,3.8461538461538463
Morocco,PP,PP,25,0.038461538461538464,3.8461538461538463
Morocco,AKB,AKB,35,0.027777777777777776,2.7777777777777777
Morocco,BF,BF,32,0.030303030303030304,3.0303030303030303
Morocco,MA,MA,30,0.03225806451612903,3.225806451612903
Switzerland,B3,B3,33,0.029411764705882353,2.941176470588235
Switzerland,WH,WH,33,0.029411764705882353,2.941176470588235
Switzerland,UN,UN,40,0.024390243902439025,2.4390243902439024
Switzerland,FR,FR,40,0.024390243902439025,2.4390243902439024
Switzerland,SX,SX,33,0.029411764705882353,2.941176470588235
Switzerland,LD,LD,28,0.034482758620689655,3.4482758620689653
Switzerland,VC,VC,33,0.029411764705882353,2.941176470588235
Switzerland,KN,KN,30,0.03225806451612903,3.225806451612903
Switzerland,BY,BY,33,0.029411764705882353,2.941176470588235
Switzerland,OE,OE,33,0.029411764705882353,2.941176470588235
Switzerland,S6,S6,40,0.024390243902439025,2.4390243902439024
Switzerland,PUP,PUP,33,0.029411764705882353,2.941176470588235
Switzerland,SI,SI,33,0.029411764705882353,2.941176470588235
Switzerland,G5,G5,28,0.034482758620689655,3.4482758620689653
Switzerland,VE,VE,30,0.03225806451612903,3.225806451612903
Switzerland,QN,QN,33,0.029411764705882353,2.941176470588235
Switzerland,WA,WA,25,0.038461538461538464,3.8461538461538463
Switzerland,CE,CE,28,0.034482758620689655,3.4482758620689653
Switzerland,BAH,BAH,28,0.034482758620689655,3.4482758620689653
Switzerland,BTT,BTT,28,0.034482758620689655,3.4482758620689653
Switzerland,BRS,BRS,40,0.024390243902439025,2.4390243902439024
Switzerland,SK,SK,33,0.029411764705882353,2.941176470588235
Switzerland,PP,PP,33,0.029411764705882353,2.941176470588235
Switzerland,AKB,AKB,25,0.038461538461538464,3.8461538461538463
Switzerland,BF,BF,38,0.02564102564102564,2.564102564102564
Switzerland,MA,MA,36,0.02702702702702703,2.7027027027027026
